word,tf,df,tfidf
delight,1271,926,45.23651316
hopeless,1516,1042,45.23596405
threat,1127,852,45.23567779
cuerpo,2855,1533,45.23421591
dun,2541,1434,45.23256753
shown,1143,861,45.23083491
burnt,1012,790,45.22616591
screamin,987,776,45.22419715
hacer,2915,1553,45.22358911
zone,1908,1209,45.21932667
whether,1835,1180,45.21893045
smokin,1522,1047,45.21772072
creatur,1603,1083,45.2170199
beso,3088,1606,45.21268892
chrome,1029,801,45.21180216
foreign,1011,791,45.21054115
drama,1571,1070,45.20879159
effect,1068,823,45.2081622
faster,2650,1474,45.20448817
throughout,846,694,45.20416717
pierc,910,733,45.20352455
sport,841,691,45.20301112
gear,999,785,45.202458
equal,1277,933,45.20147732
reign,2208,1325,45.19800485
blink,1194,892,45.19117216
alarm,1227,909,45.19082743
grief,1086,835,45.1875504
defin,1064,823,45.18690967
vivir,3176,1636,45.18663538
slaughter,1151,870,45.18662946
rate,904,731,45.18656826
alla,2433,1406,45.18288127
bibl,1169,880,45.18183474
cock,1783,1164,45.18165066
serious,1795,1169,45.18111419
cake,1337,965,45.18044707
favor,2049,1269,45.18039792
commit,1272,933,45.17974418
burden,1461,1024,45.17907621
parol,1224,909,45.1772031
correct,834,689,45.17656252
degre,1278,937,45.17106768
label,1079,833,45.17009901
pin,1405,999,45.16917648
voz,2176,1318,45.16795268
bunch,1021,801,45.16738783
abandon,1455,1023,45.16471623
bold,1167,881,45.16312628
loneli,1880,1206,45.1623279
shelf,971,773,45.16110273
skill,1178,887,45.16104353
selfish,1361,979,45.16054694
hurri,2995,1588,45.1605454
attitud,1481,1036,45.15684956
humbl,1044,815,45.15684212
chees,896,729,45.15648454
nut,1325,962,45.15619992
leather,1422,1009,45.15305977
coke,1153,875,45.15039828
fulfil,1025,805,45.15025236
wore,1239,920,45.14766193
lugar,2164,1317,45.14576068
clutch,671,584,45.14534988
compar,1479,1037,45.14153065
blown,1507,1050,45.14028567
ate,864,711,45.13964736
belt,639,562,45.13788936
post,1080,837,45.13721391
estar,2931,1573,45.13695061
defend,1380,991,45.13683104
trial,1087,841,45.13572828
sentenc,934,754,45.1331649
avec,4353,1948,45.13299126
crystal,1485,1041,45.13170606
meal,902,735,45.13129941
celebr,2796,1533,45.12879793
product,975,779,45.12388451
remov,992,789,45.12228003
attempt,747,638,45.11747701
joint,1242,925,45.11722339
virgin,1148,876,45.11688997
wed,1660,1121,45.11656482
swell,1040,817,45.11564963
courag,1427,1016,45.11534056
yeux,2068,1286,45.11442815
crave,1430,1018,45.11061088
cryin,2701,1507,45.10559527
quier,3969,1862,45.10465699
aunqu,3211,1661,45.1045838
guarante,1477,1041,45.10236705
addict,2295,1371,45.10212048
liquor,1117,861,45.10153895
camino,2200,1337,45.10118569
patienc,1272,943,45.09320716
moonlight,2472,1434,45.09176845
depress,1152,881,45.09072655
huh,5524,2207,45.08908904
linger,1376,995,45.08791891
watchin,1417,1015,45.08507247
sore,1274,945,45.08469385
don,6164,2330,45.08043725
horn,1382,999,45.07885601
shock,2182,1334,45.07800768
support,986,790,45.0777004
sung,1047,825,45.07644621
steadi,2306,1379,45.07620781
bein,1570,1087,45.0741758
kingdom,2376,1404,45.0735902
void,1291,955,45.07236341
motherfuck,4324,1954,45.07224412
bruis,1525,1067,45.07147451
b,3409,1723,45.06951942
meat,1511,1061,45.06832298
tail,1306,963,45.06816494
normal,1780,1179,45.06457997
sting,1151,884,45.05860477
sempr,3149,1652,45.05656168
rien,4535,2006,45.05596192
corrupt,1145,882,45.0475254
critic,1205,914,45.04589744
measur,1265,945,45.0455103
brick,2006,1273,45.04242504
further,2335,1395,45.04018417
coup,1776,1181,45.03833173
shift,1285,956,45.03815973
hello,5935,2299,45.03352054
govern,1512,1066,45.03295327
dude,1948,1252,45.03080037
vocal,1453,1039,45.02924531
fenc,1440,1033,45.02812154
blur,797,679,45.02358302
frustrat,1225,927,45.02330588
ray,1726,1162,45.02324032
project,990,798,45.02147432
breast,848,712,45.0202293
und,35479,4798,45.01903061
pensar,2117,1319,45.01854214
societi,1616,1115,45.01743493
beef,1284,958,45.01688397
prey,1177,903,45.01253764
punch,1601,1109,45.01241898
local,973,789,45.01194421
confid,1361,997,45.0114654
brush,949,775,45.00965008
nor,1613,1115,45.00746895
shiver,1401,1017,45.00694931
starv,1111,868,45.00661935
perform,935,767,45.00569776
ment,1678,1144,45.00403477
suicid,2574,1483,45.00289982
x,2598,1491,45.00267038
restless,1636,1126,45.00132301
practic,979,794,44.99735654
prais,4650,2045,44.99539068
tempo,2825,1566,44.99157774
skull,1419,1028,44.98811701
smack,1078,852,44.98543708
conquer,1458,1047,44.9846358
mornin,2220,1363,44.98137344
feast,1018,819,44.97508766
expos,923,763,44.97244393
film,1402,1022,44.97057059
aint,4995,2126,44.96983746
dough,1718,1166,44.96961866
dim,1245,944,44.96600023
deeper,2957,1612,44.96254544
breed,1579,1106,44.96068886
grasp,816,697,44.96046082
stock,882,739,44.9596891
itself,1556,1096,44.9573695
spray,947,779,44.95727374
snake,2050,1303,44.95610522
raw,1604,1118,44.95504563
schon,3228,1694,44.95344564
dio,3020,1633,44.95205074
earn,1261,954,44.95115167
bliss,1319,984,44.94686593
tini,1488,1066,44.94642652
silli,1982,1278,44.94594648
ador,2336,1411,44.94310895
sleev,1257,953,44.94212167
valley,2327,1408,44.94182486
ese,2373,1425,44.93763425
trist,2079,1317,44.93744702
bedroom,1443,1046,44.93640081
leader,1721,1172,44.93573426
sacr,1681,1155,44.93330901
wealth,881,741,44.93217591
slap,1425,1038,44.93144514
lado,2511,1474,44.93040361
neighbor,1379,1016,44.92868163
engin,1711,1169,44.92630663
tous,3798,1855,44.92535339
greet,1142,894,44.92458132
esa,2743,1552,44.92305502
poco,2935,1613,44.91968375
holdin,1907,1252,44.91915198
mucho,2370,1427,44.91892844
inner,1364,1010,44.91749132
roof,1830,1221,44.91515542
per,8305,2724,44.91225508
hora,2045,1308,44.91053685
uno,2533,1485,44.90947878
dÌ_a,3161,1683,44.90823715
smooth,1605,1125,44.90631786
quando,4055,1924,44.90627366
tomb,1303,981,44.90475392
algo,2852,1590,44.90407739
public,1279,969,44.90264815
fruit,1510,1082,44.90239495
mankind,1352,1006,44.90167583
chosen,1648,1145,44.90042675
foi,2924,1614,44.89538875
tone,1244,952,44.893249
salvat,1885,1247,44.8922537
religion,2113,1337,44.89203349
afternoon,1778,1203,44.88850075
pillow,1522,1090,44.88401152
poi,3318,1733,44.883736
unfold,1202,931,44.88347884
underground,2413,1448,44.88334772
produc,760,667,44.88108778
rat,2048,1314,44.8789097
lame,1138,897,44.87816958
auch,3962,1907,44.87610827
flew,1064,856,44.87464985
divid,1957,1279,44.87290542
tower,1703,1174,44.86554172
balanc,1243,955,44.86334525
plot,904,762,44.8632958
jaw,951,791,44.86163648
fanci,1396,1033,44.85934152
jewel,1178,921,44.85854941
sus,2747,1565,44.85648422
ant,2189,1372,44.85187197
standin,1749,1196,44.85070415
scent,910,767,44.85031902
hoe,5444,2247,44.84982874
siento,3316,1739,44.84951842
visit,1161,913,44.84786773
plenti,1467,1069,44.84636589
lightn,1793,1216,44.84211157
motion,2410,1454,44.84087959
yell,1486,1079,44.8389433
sich,4683,2087,44.83857343
haze,1104,883,44.83446015
origin,1713,1183,44.83245684
awar,1194,933,44.82918888
pile,1194,933,44.82918888
melodi,2662,1542,44.82918166
plastic,1806,1224,44.82478778
express,1674,1167,44.82443131
featur,760,672,44.82423025
solut,1344,1012,44.82066256
advic,1553,1113,44.81908004
jour,3614,1828,44.81778825
perfum,1109,888,44.81466498
content,1159,916,44.8119531
piti,2077,1336,44.80938612
cream,1685,1174,44.80909488
saber,2399,1456,44.80554627
forth,1951,1287,44.80366233
depth,1155,915,44.80150137
convinc,1234,958,44.79789572
fashion,1832,1239,44.79696398
discov,1505,1094,44.79319084
grind,1795,1224,44.79258536
concret,1343,1015,44.7924199
amaz,2943,1639,44.79054942
cheek,1855,1250,44.78760629
peak,807,707,44.78654092
anybodi,3743,1869,44.78562395
role,1234,960,44.7810319
dinner,1154,917,44.77917357
scatter,1128,903,44.77560816
instant,1408,1050,44.77180662
ugli,2118,1358,44.7701022
wick,2889,1626,44.76922444
clip,1351,1022,44.76864384
surfac,1340,1017,44.76414296
regard,1911,1277,44.76188344
fought,1511,1101,44.76177493
tool,1095,886,44.76163936
beam,1302,998,44.76071222
spare,1447,1071,44.75676906
shower,1389,1043,44.7529903
easili,1703,1190,44.75184844
avoid,1130,907,44.75011748
polit,1558,1125,44.74718068
proof,1343,1021,44.74427585
sein,4771,2128,44.74424226
twelv,997,831,44.74233748
stomach,1071,875,44.73703911
worn,1179,936,44.73334108
presenc,1341,1022,44.72815828
tag,2626,1548,44.72628754
fue,3639,1854,44.72245875
palm,1378,1042,44.71768246
carv,1218,959,44.71752043
mes,5439,2278,44.71521942
hunt,1725,1205,44.71450132
ticket,2117,1367,44.71079539
truli,2065,1347,44.70895205
complain,1736,1212,44.69934987
dwell,1191,947,44.69533428
dire,2565,1533,44.6934877
belief,1428,1070,44.69304035
moral,1493,1102,44.68984323
boss,2293,1437,44.68919637
descend,1372,1043,44.6861323
ja,10322,3067,44.6861244
heel,1940,1301,44.68191154
sharp,1132,916,44.68095206
scheme,1323,1019,44.678487
mr,5482,2296,44.67697519
depend,1868,1272,44.67617978
mist,1183,945,44.6751076
flag,1879,1277,44.6735827
inspir,1720,1209,44.67129228
daili,1144,924,44.6698847
mejor,3096,1709,44.66769119
wrist,1330,1024,44.66732397
pued,3805,1910,44.66631802
buck,2253,1426,44.66584171
iron,1960,1312,44.66349866
forward,2217,1413,44.66261862
punk,3373,1792,44.66153137
secur,1378,1050,44.65502017
sip,1391,1057,44.65143705
honest,2303,1447,44.65118072
strap,1467,1095,44.64801432
rapper,2135,1384,44.64799849
map,1234,976,44.64737773
6,1843,1266,44.64574349
abl,1741,1222,44.64535295
tard,2054,1353,44.64317559
charg,1536,1129,44.6415826
terror,2139,1387,44.6389757
base,1366,1046,44.63883038
blaze,1907,1294,44.63841468
sei,5646,2339,44.63687699
nicht,18275,3895,44.63112353
rhythm,4258,2033,44.63052763
approach,964,823,44.62792467
forest,1498,1113,44.62563268
john,3282,1774,44.61884408
armi,1982,1328,44.6179891
pair,1586,1156,44.61613174
lifetim,2477,1516,44.61493323
level,1377,1055,44.61216621
lace,1237,982,44.6111513
creation,1606,1166,44.61104507
possibl,2038,1352,44.60906966
refrain,5335,2282,44.60867355
switch,2191,1412,44.60823327
relax,2007,1340,44.60607185
colour,2651,1578,44.60463617
mighti,2963,1680,44.60360555
cest,15515,3662,44.60203291
whenev,3110,1726,44.6011175
york,3919,1956,44.58999535
bath,1385,1062,44.58933873
horizon,1653,1192,44.57989466
guilt,1305,1022,44.57986996
rape,1871,1288,44.57846248
cap,1187,959,44.57541124
nervous,1455,1099,44.57375161
sunshin,4944,2206,44.57337811
smart,1618,1177,44.57225035
themselv,1361,1052,44.57214099
roar,1388,1066,44.57022146
ho,8522,2853,44.56815659
familiar,1356,1050,44.56775053
quarter,1410,1078,44.56329976
freak,4226,2040,44.56269111
doom,1720,1226,44.55389485
shelter,2254,1445,44.5533767
rope,1969,1333,44.55174912
polic,2799,1638,44.54603842
rob,1649,1196,44.5390327
violenc,2334,1479,44.52909261
crumbl,1598,1174,44.52748482
court,1610,1180,44.52469428
cheat,2032,1363,44.52438869
purpos,1366,1061,44.52230117
fold,1475,1116,44.52039307
bigger,2376,1496,44.52010959
goal,1405,1082,44.51371761
g,5490,2338,44.51121601
peep,1285,1021,44.50366458
burst,1300,1029,44.50341715
doctor,3179,1766,44.50315587
angri,1866,1298,44.49886302
weapon,1821,1279,44.49639433
concern,1340,1051,44.49561584
flood,1742,1245,44.49138178
common,1889,1309,44.49100989
sueÌ±o,2873,1673,44.48785573
whip,2254,1456,44.48764179
caress,1407,1087,44.48352575
drawn,1299,1031,44.48343322
roam,1928,1327,44.48103789
yard,1571,1168,44.47959141
ist,15715,3724,44.47940093
separ,2059,1383,44.46756069
boat,2628,1595,44.46643518
hangin,1954,1341,44.46104696
glanc,1138,945,44.46077819
otro,2712,1625,44.45919307
eso,3784,1948,44.45904578
unless,2080,1393,44.45792821
lake,1680,1222,44.45730801
knowledg,1587,1179,44.4553951
aus,4274,2077,44.44970336
aw,2198,1441,44.44886353
bullshit,1629,1200,44.44654179
tour,1657,1213,44.44650524
ton,5047,2259,44.44596792
enjoy,2274,1471,44.44375861
fort,2309,1485,44.4391629
ceil,1235,1004,44.42311983
coffe,2061,1391,44.42306456
artist,1062,905,44.42212158
destin,1941,1342,44.42011289
possess,1714,1243,44.41975725
fault,2638,1607,44.41935862
spine,1280,1029,44.41903773
weari,1707,1240,44.41854602
anywher,3429,1858,44.41403885
m,8544,2901,44.41386399
squeez,1840,1300,44.41267793
gon,5981,2462,44.41177612
patient,1388,1087,44.41026911
mortal,1407,1097,44.408322
deceiv,1819,1292,44.40508672
eight,2118,1417,44.40399402
hotel,1789,1279,44.40372058
stack,1702,1240,44.40312255
planet,2664,1619,44.40273317
stair,1348,1068,44.39678259
simpli,1656,1220,44.39515556
darkest,1969,1358,44.39311475
wie,9464,3041,44.39289398
hesit,1568,1181,44.37736915
jean,2371,1520,44.3707025
conscienc,1472,1135,44.37010056
import,1530,1164,44.36743395
christ,3413,1863,44.36695842
lean,2491,1565,44.36465797
nur,7100,2683,44.35799883
verdad,2574,1596,44.35693169
pant,1908,1338,44.3566862
receiv,1834,1306,44.35666257
mention,1502,1152,44.3549169
fish,2567,1595,44.34880402
momento,2255,1480,44.34819227
pressur,2862,1696,44.34734808
non,20027,4143,44.34702712
treasur,1686,1242,44.33994499
sword,2099,1420,44.3396194
moi,8696,2948,44.33187598
limit,2125,1432,44.33023868
toy,2322,1510,44.32250511
decay,1570,1190,44.32098462
invit,1807,1300,44.31837006
affect,1661,1235,44.30874199
cook,1461,1138,44.30823336
trembl,1599,1207,44.29972373
await,1769,1286,44.29892494
third,1550,1184,44.29503503
ad,2068,1415,44.29366095
trail,1915,1351,44.29338245
relat,1600,1209,44.28922621
blew,1608,1213,44.28802421
plant,1697,1255,44.28673286
sever,1468,1145,44.28316237
bass,2362,1534,44.27160044
truck,2105,1434,44.26986231
quand,6310,2565,44.26157621
soy,7294,2745,44.25565607
size,1648,1237,44.25386341
bus,2554,1608,44.25204944
nest,2243,1492,44.25112404
harm,1853,1331,44.24956717
allow,1878,1342,44.249207
seal,1831,1322,44.24504658
corazÌ_n,4600,2204,44.2437707
doch,7084,2712,44.24298473
focus,1695,1261,44.24052303
rang,1543,1189,44.23604974
fait,4881,2272,44.23600991
freez,2197,1478,44.22743624
clue,1691,1262,44.22148981
puedo,4961,2294,44.22098115
hatr,1721,1277,44.21431643
hop,2865,1723,44.212014
dope,2758,1687,44.21134047
whore,1970,1388,44.20919861
cage,2174,1472,44.20904194
sen,3661,1968,44.20680273
smash,2079,1434,44.20630376
ancient,1950,1380,44.20597203
tellin,2253,1505,44.19851907
dia,4064,2080,44.19719203
weep,2382,1555,44.19560083
replac,1758,1297,44.19458105
dumb,3083,1799,44.18665146
marri,2992,1770,44.18539292
cada,4165,2110,44.181195
sunday,3749,1999,44.17777828
lucki,4066,2085,44.17736674
von,5617,2450,44.17082484
dolor,2855,1728,44.169
impress,1568,1211,44.16875424
thrown,1546,1201,44.16297161
brave,2599,1641,44.16055922
destruct,2296,1529,44.1569099
sa,5492,2428,44.15347065
curtain,1689,1272,44.14908607
wreck,2146,1471,44.14894178
10,2128,1464,44.1471504
flat,1607,1234,44.14159285
plate,1355,1106,44.13896782
cure,2400,1572,44.1386149
list,1858,1351,44.13707211
recogn,1674,1267,44.1354093
throne,1754,1305,44.13090473
telephon,2031,1427,44.12876245
blade,1881,1364,44.11939421
stretch,1685,1275,44.11692635
consum,1862,1356,44.11686433
hero,3945,2067,44.11382815
toss,1549,1210,44.11123022
thick,1700,1283,44.11077721
pale,1775,1318,44.10926133
numb,2140,1476,44.10545913
onto,2051,1440,44.10115874
zu,11200,3364,44.10076317
drain,1856,1356,44.10018044
ou,5309,2403,44.0959427
sale,2505,1619,44.09540869
yellow,2448,1598,44.09462773
hung,1849,1354,44.09315632
magazin,1618,1247,44.09002831
journey,2232,1516,44.0880399
rot,2323,1552,44.08613872
chick,2649,1673,44.08511241
wisdom,1788,1328,44.08337472
gas,1996,1420,44.08181872
grin,1413,1145,44.07938197
unknown,2163,1490,44.07839126
lung,1828,1347,44.07796293
nerv,1812,1340,44.07651395
mask,1610,1247,44.0639956
pace,1688,1285,44.0607083
frame,2187,1503,44.05937875
voy,7027,2754,44.05698967
di,23809,4540,44.05493674
uh,13107,3607,44.05192885
mon,9595,3165,44.05179346
drove,1705,1295,44.04795235
defeat,1692,1289,44.04699647
explod,1945,1404,44.04578262
luz,2709,1702,44.04428066
abus,1827,1352,44.04377495
shop,2400,1590,44.03927118
hace,3659,2007,44.0250409
highway,3208,1873,44.01802446
ahora,4498,2234,44.01256602
whose,2415,1601,44.01029993
rent,1417,1157,44.00879639
kitchen,1531,1217,44.00166132
guard,1865,1376,44.00098483
lovin,6852,2738,44.00092896
led,1940,1410,43.99623082
vie,5777,2530,43.99235289
bloodi,2419,1606,43.99135286
among,1900,1394,43.98634673
strip,1984,1431,43.98500618
stress,2083,1474,43.97981883
sang,2714,1717,43.9758052
auf,8968,3097,43.9756199
team,1892,1393,43.97074826
parent,1621,1267,43.96694209
hook,3654,2019,43.96409698
muy,2969,1807,43.96280686
stole,2421,1613,43.95750424
pool,1559,1238,43.95512121
waitin,3097,1851,43.95321435
clown,2521,1652,43.95019374
otra,3739,2047,43.94790802
north,2222,1537,43.94630982
command,1950,1424,43.93837839
shed,2184,1523,43.93828498
favorit,2475,1638,43.93310094
agre,1703,1312,43.93234826
compani,2388,1605,43.93227118
sai,4598,2279,43.9290058
boot,2534,1661,43.92809068
scratch,2413,1616,43.92474196
univers,2745,1738,43.92423438
decis,1858,1386,43.92020675
tortur,1972,1437,43.9182546
sacrific,2577,1680,43.91168318
ta,6184,2635,43.91088555
himself,1680,1305,43.90645264
wire,2662,1712,43.9060534
mit,8333,3020,43.90522006
despair,1672,1302,43.90087643
divin,2782,1756,43.8988051
nigga,29060,4950,43.89153268
bread,1885,1404,43.8848901
weed,2558,1679,43.8802299
dad,2510,1662,43.87553288
sabe,4286,2213,43.87445887
rough,2582,1689,43.87430501
stumbl,2001,1458,43.86883881
nake,2791,1766,43.86431231
grant,1701,1323,43.85616069
shirt,1676,1311,43.85560595
garden,2787,1767,43.85225392
mic,3898,2114,43.85029956
sittin,2460,1648,43.84957048
loss,1801,1372,43.84558377
betray,2184,1540,43.84244756
twenti,2107,1508,43.8419829
wont,3852,2106,43.82893772
bother,2527,1678,43.82500761
ash,2927,1821,43.82441127
hors,3515,2009,43.82401852
continu,1817,1383,43.82367089
dond,4954,2392,43.82054605
fortun,2227,1562,43.8180462
illus,2379,1623,43.8161807
recal,1917,1430,43.81520585
connect,2368,1619,43.81454348
nightmar,2606,1710,43.81134438
hunger,1983,1460,43.81107093
van,4959,2397,43.80553609
casa,2745,1762,43.80282381
pill,2369,1622,43.8005249
higher,5994,2627,43.79924229
pas,20155,4372,43.79623345
match,2012,1476,43.79181808
mission,2176,1546,43.79038355
ein,13565,3758,43.77161807
handl,2470,1667,43.76943966
estÌÁ,4522,2301,43.76180445
hoy,5780,2593,43.75959367
lick,2736,1769,43.75161419
daughter,2944,1842,43.75038946
feat,874,858,43.75025611
eras,2519,1690,43.74679219
estoy,5331,2499,43.74347737
noon,2884,1823,43.74245807
walkin,3390,1989,43.74150115
either,2157,1547,43.74061434
fals,2036,1496,43.73683075
album,2054,1504,43.73574557
d,6749,2795,43.73320649
ima,4959,2416,43.73121077
beach,2234,1581,43.72918879
sort,1986,1476,43.72567698
slide,3080,1893,43.72536791
gaze,1726,1356,43.72481489
hollow,2343,1626,43.72400678
design,1882,1430,43.72092742
midnight,4152,2217,43.70896052
comm,9013,3188,43.70854277
candl,2342,1630,43.70050189
except,2091,1527,43.69581555
fin,2899,1838,43.69479147
jail,1969,1474,43.69353122
asid,1933,1458,43.69260522
cant,4214,2240,43.68280314
often,1942,1465,43.67547736
enter,2346,1638,43.66641191
youth,3194,1944,43.66206518
press,2369,1648,43.66200287
greed,1862,1431,43.66033684
desper,2689,1771,43.65662502
flight,2187,1575,43.65533602
total,2443,1680,43.64697704
dentro,3589,2071,43.64678632
although,2050,1518,43.64644959
confess,2218,1590,43.64404129
system,2992,1881,43.64190495
harder,3639,2089,43.63358361
n,8378,3112,43.63153894
brown,3929,2174,43.63047025
dick,3624,2086,43.62709843
tengo,5858,2646,43.62665066
bank,2324,1638,43.61947093
spoken,2269,1616,43.61735869
beast,2724,1792,43.61580359
march,3457,2038,43.61447558
score,1867,1442,43.6091093
gray,2223,1599,43.60650721
tape,1865,1443,43.5977556
intro,1099,1028,43.59710302
sex,5200,2508,43.59591275
also,1970,1492,43.59254216
hood,4118,2236,43.59163198
mental,2196,1591,43.5886543
judg,2695,1790,43.57329425
romanc,2912,1869,43.56759119
fantasi,3169,1958,43.55975253
nois,3054,1920,43.55755426
wipe,2204,1601,43.55273732
cruel,3327,2011,43.55226742
station,2292,1638,43.55039414
bottom,3285,1998,43.5500581
refus,2368,1669,43.54962106
shatter,2438,1697,43.54885268
collect,1644,1344,43.54751482
der,18916,4375,43.53428363
pen,1865,1455,43.52752869
jack,3702,2133,43.52454497
demand,2203,1606,43.52352582
5,2514,1732,43.52174193
aim,2622,1776,43.50803744
pie,3068,1936,43.50529441
older,2509,1735,43.4967661
shell,1969,1509,43.49330172
becam,2001,1524,43.49038222
constant,2181,1604,43.48408084
coat,1998,1524,43.48280026
spoke,1871,1466,43.48001866
lack,2060,1555,43.46454543
era,4357,2334,43.45683074
piss,2213,1623,43.45516113
admit,2210,1622,43.45371692
tale,2388,1696,43.45147856
ojo,2979,1919,43.4422346
2x,3717,2157,43.44138549
precious,2961,1914,43.43626526
frozen,2254,1645,43.430168
hidden,2147,1600,43.42698627
gut,3459,2082,43.4234879
trade,2424,1716,43.42315277
stronger,3773,2178,43.42314067
chose,2559,1770,43.41853578
beer,2896,1897,43.40850252
fan,2435,1725,43.39980893
toe,2746,1845,43.39719781
wood,2728,1840,43.38920491
due,2536,1767,43.38913047
tough,3239,2019,43.38839511
sheet,1898,1495,43.38654375
soldier,3861,2215,43.37696841
charm,2415,1726,43.35408476
accept,2392,1719,43.34233041
forgot,2470,1751,43.33930281
spill,2199,1639,43.33875728
grey,2922,1922,43.33509424
tip,2171,1628,43.33299725
une,8514,3230,43.33246778
lit,1989,1547,43.33205364
cheap,2126,1609,43.32952483
plane,2775,1871,43.32432198
crown,2768,1870,43.31680595
toda,3497,2119,43.31538837
grip,2228,1658,43.30433155
grass,2564,1796,43.30002165
east,2912,1927,43.29542163
cosa,4330,2370,43.28596784
cigarett,2317,1700,43.2816832
takin,2974,1953,43.27737874
date,2285,1688,43.27434566
par,4056,2297,43.27255294
swing,4606,2448,43.26878955
ÌÊ,15347,4142,43.26721184
convers,2053,1590,43.25663862
foot,2866,1919,43.25563334
mar,4160,2332,43.25044005
blast,2153,1636,43.24923368
ruin,2704,1862,43.24119912
thrill,3142,2020,43.23875939
spring,3039,1986,43.23144261
doubl,3316,2082,43.2231593
nail,2600,1826,43.22249213
alma,4011,2297,43.22069991
satisfi,4042,2306,43.22044558
fresh,3083,2004,43.21948678
je,36405,5686,43.20893272
flip,2329,1720,43.2055776
church,2855,1928,43.19550335
spark,2319,1719,43.18940033
wise,2471,1782,43.18777578
fed,2241,1687,43.18318414
cielo,3815,2249,43.1812814
ourselv,3211,2060,43.1660542
birth,2040,1601,43.16576321
hasta,4222,2371,43.16544925
ill,3392,2121,43.16273325
finish,2357,1741,43.15893311
idea,2860,1939,43.15338099
worst,2837,1931,43.15120883
exact,2396,1759,43.15003266
fame,3019,1998,43.14596109
tide,3252,2079,43.14367759
laughter,2193,1676,43.13242034
stream,2144,1655,43.12892705
present,2334,1738,43.12566233
welcom,5055,2603,43.11643931
intent,2259,1708,43.11565556
begun,2864,1950,43.10983356
screen,2054,1620,43.09888451
art,3165,2060,43.09743852
echo,3070,2028,43.0926835
stuff,3545,2189,43.08436767
string,2942,1985,43.08050231
dos,4409,2445,43.07977796
choke,2687,1891,43.07416251
class,2718,1905,43.06449377
mÌÁs,8859,3376,43.06379482
outta,4370,2439,43.06185084
grew,2019,1611,43.06072257
sigh,2429,1791,43.05981794
cell,2673,1889,43.05821417
reveal,2316,1744,43.05761732
sat,2220,1705,43.04481228
attent,2825,1950,43.04389105
swim,3486,2181,43.03878714
mass,2256,1722,43.03840152
cup,2877,1971,43.03637233
hip,4052,2356,43.03421186
imag,2179,1689,43.03400951
playin,3038,2031,43.02947561
mom,3063,2041,43.02459903
distant,2217,1708,43.02293607
settl,2686,1902,43.02117005
resist,2884,1977,43.02100264
split,2040,1629,43.01729867
posit,2398,1787,43.01645286
sail,5051,2631,43.01202946
seven,4130,2386,43.00551023
threw,2217,1712,43.00272043
drum,3607,2231,42.99271037
tien,5265,2692,42.98242451
slave,3402,2169,42.97410461
began,2455,1821,42.96673642
t,12995,3994,42.96533306
deserv,3221,2110,42.96503131
glori,5730,2807,42.96330603
crush,3392,2170,42.95608622
diseas,2699,1922,42.95214577
chair,2281,1751,42.94797399
merci,4991,2636,42.94022375
tanto,4781,2584,42.93296414
mano,3552,2229,42.92900692
excus,2621,1897,42.92591599
speed,3520,2220,42.9234205
prepar,2438,1823,42.92326123
shape,2801,1968,42.92140164
4,4171,2420,42.92027382
gentl,2832,1982,42.91132377
melt,3027,2055,42.90716637
bow,3495,2217,42.90232532
underneath,3018,2056,42.88865272
stain,2302,1774,42.8797833
month,2131,1698,42.87799347
cost,2449,1839,42.86886802
dime,4277,2464,42.86865815
creep,2468,1847,42.86853001
dice,3455,2214,42.86069661
demon,4000,2386,42.85806563
prison,3092,2090,42.85694968
hungri,2962,2043,42.85611494
teach,3341,2178,42.85159014
gent,4395,2503,42.84734917
strike,3434,2211,42.84442122
bullet,3285,2161,42.84278326
s,14564,4237,42.8183452
dont,8041,3319,42.81812096
lust,3025,2075,42.81746099
lesson,2709,1956,42.81510241
releas,3409,2211,42.81018685
south,3509,2246,42.80306646
ach,2680,1948,42.79952637
x2,4475,2540,42.79307449
tender,3541,2259,42.79301841
miseri,3509,2249,42.79094962
action,3447,2230,42.78459356
wet,3028,2084,42.78348497
nine,3846,2360,42.77747432
poison,3719,2322,42.77054145
notic,3037,2091,42.76758373
disguis,2865,2027,42.76736724
arriv,2894,2038,42.76728003
ok,4685,2606,42.76178039
murder,5062,2705,42.76044836
thunder,3229,2162,42.75767211
wander,3077,2108,42.75711777
tout,11568,3891,42.75429404
fix,4055,2431,42.74885382
eas,2959,2072,42.72562029
struggl,2774,2003,42.71881628
won,3627,2306,42.71736769
dirt,2916,2059,42.71211762
anger,2610,1940,42.70840752
bill,3404,2236,42.70157338
taught,2763,2003,42.69981262
nose,2476,1889,42.68761384
trace,2644,1959,42.68487368
situat,2793,2020,42.67658212
thin,2708,1987,42.67446451
sur,8192,3395,42.67433756
vain,3596,2311,42.65779868
sol,4181,2494,42.65287796
lyric,9089,3560,42.64411201
season,3335,2227,42.64226438
comfort,3663,2337,42.64148346
forgotten,3130,2155,42.64016846
fist,2848,2050,42.63879639
san,6143,3002,42.62784222
spell,3387,2249,42.62575019
mix,2738,2010,42.62549743
au,9146,3583,42.60625182
babe,8359,3450,42.60143434
mysteri,3803,2393,42.59842959
dig,6868,3169,42.59125199
wrote,3118,2164,42.58471608
type,3012,2125,42.58434103
weather,3296,2228,42.58318775
pound,3095,2158,42.5747377
gain,2520,1934,42.56660126
float,3846,2416,42.56258711
